                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.8612,                 2.4717,                 2.2137,                 0.5229,                0.44043,                0.41123,                0.30351,                 2.1707,                 2.3558,                 1.8234,             0.00077701,             0.00077701,             0.00077701
                     46,                 1.9251,                 2.6116,                 2.1864,                0.44683,                0.53633,                0.45555,                0.34629,                 2.0457,                 2.1649,                 1.8425,             0.00077401,             0.00077401,             0.00077401
                     47,                 1.8676,                 2.5649,                 2.1845,                0.41971,                0.60564,                 0.4246,                0.31152,                 2.2275,                  2.313,                 1.8503,             0.00077101,             0.00077101,             0.00077101
                     48,                 1.7993,                  2.334,                 2.1408,                0.40295,                 0.4912,                0.41355,                0.32069,                 1.8824,                 2.0044,                 1.7705,             0.00076801,             0.00076801,             0.00076801
                     49,                 1.7049,                 2.4325,                 2.1319,                0.42451,                0.48941,                0.42381,                0.33729,                 1.7578,                 2.1293,                 1.6858,             0.00076501,             0.00076501,             0.00076501
                     50,                 1.6881,                 2.3391,                 2.0856,                0.35599,                0.74158,                0.48134,                0.37374,                 1.9041,                 1.9415,                 1.7591,             0.00076201,             0.00076201,             0.00076201
                     51,                 1.8026,                 2.3585,                 2.1424,                0.38937,                0.46035,                0.42283,                0.31178,                 2.0793,                 2.1535,                 1.7658,             0.00075902,             0.00075902,             0.00075902
                     52,                 1.7506,                 2.3321,                 2.0888,                0.43973,                0.52541,                0.43963,                 0.3344,                 1.9301,                 2.1195,                 1.7665,             0.00075602,             0.00075602,             0.00075602
                     53,                 1.7226,                 2.3228,                 2.1147,                 0.4131,                0.50475,                0.43741,                 0.3415,                 1.7786,                 2.0197,                  1.708,             0.00075302,             0.00075302,             0.00075302
                     54,                 1.6017,                 2.2171,                 2.0739,                0.45531,                0.64949,                0.48867,                0.38125,                 1.9048,                 2.1323,                 1.7192,             0.00075002,             0.00075002,             0.00075002
                     55,                 1.6828,                 2.1836,                 2.0968,                0.55661,                0.56101,                0.49025,                0.38943,                 1.8185,                 1.8154,                 1.6686,             0.00074702,             0.00074702,             0.00074702
                     56,                 1.6113,                  2.147,                 2.1245,                0.39838,                0.79217,                0.50612,                0.40672,                 1.7819,                 1.7326,                 1.6909,             0.00074402,             0.00074402,             0.00074402
                     57,                 1.6285,                 2.1204,                 2.0483,                0.40092,                0.74069,                0.48915,                0.38029,                 1.9683,                 1.9167,                  1.661,             0.00074102,             0.00074102,             0.00074102
                     58,                 1.6724,                 2.1742,                 2.0461,                0.63403,                0.48502,                0.52673,                  0.408,                 1.8736,                 1.9033,                  1.676,             0.00073802,             0.00073802,             0.00073802
                     59,                 1.5877,                 2.1466,                 1.9967,                0.47751,                0.63829,                0.50936,                0.40932,                  1.659,                  1.806,                 1.5919,             0.00073502,             0.00073502,             0.00073502
