                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 1.1215,                0.93174,                 1.7773,                0.95934,                0.76437,                0.87941,                0.72138,                 1.2619,                0.88303,                 1.2836,              0.0006436,              0.0006436,              0.0006436
                    110,                 1.0928,                0.88069,                 1.7836,                0.87083,                0.92056,                0.93569,                0.80226,                 1.2816,                0.93113,                 1.3058,              0.0006403,              0.0006403,              0.0006403
                    111,                 1.0621,                0.86284,                 1.7656,                0.92271,                0.85418,                0.92906,                0.79843,                 1.2177,                0.88796,                 1.3734,               0.000637,               0.000637,               0.000637
                    112,                 1.0264,                0.88309,                 1.7735,                0.89845,                0.78844,                0.91035,                0.78954,                 1.0906,                0.90142,                 1.3862,              0.0006337,              0.0006337,              0.0006337
                    113,                0.96614,                0.81584,                 1.7704,                0.90637,                 0.7807,                 0.8975,                 0.7827,                 1.1589,                0.91974,                 1.3201,              0.0006304,              0.0006304,              0.0006304
                    114,                 1.0444,                 0.8468,                 1.7864,                 0.8121,                0.84248,                0.91251,                0.77788,                 1.1802,                0.99243,                 1.3103,              0.0006271,              0.0006271,              0.0006271
                    115,                 1.0623,                0.85841,                 1.7673,                0.92088,                0.74719,                0.85142,                 0.7334,                 1.1582,                0.98286,                 1.2879,              0.0006238,              0.0006238,              0.0006238
                    116,                  1.027,                0.79037,                 1.7719,                0.91121,                0.75003,                0.87335,                0.76464,                 1.1468,                 1.1312,                 1.2996,              0.0006205,              0.0006205,              0.0006205
                    117,                 1.0467,                0.82928,                 1.7582,                0.89369,                0.77801,                0.85315,                0.74867,                 1.1465,                0.97503,                 1.3173,              0.0006172,              0.0006172,              0.0006172
                    118,                 1.0721,                0.84686,                 1.7653,                0.92383,                0.76063,                0.85697,                0.73116,                 1.2121,                0.90268,                 1.2891,              0.0006139,              0.0006139,              0.0006139
                    119,                 1.0424,                0.82128,                 1.7732,                0.92992,                0.78023,                0.89263,                0.74719,                 1.2096,                0.94761,                 1.2735,              0.0006106,              0.0006106,              0.0006106
                    120,                 1.0595,                0.80637,                 1.7667,                0.87635,                0.80415,                 0.8864,                0.76823,                 1.1649,                0.88468,                 1.2836,              0.0006073,              0.0006073,              0.0006073
                    121,                 1.0255,                0.80101,                 1.7738,                0.89189,                0.77597,                0.86846,                  0.734,                 1.2896,                0.98187,                 1.3072,               0.000604,               0.000604,               0.000604
                    122,                 1.0212,                0.81463,                 1.7653,                0.90649,                 0.7641,                0.87583,                0.76119,                 1.0802,                0.89336,                 1.2626,              0.0006007,              0.0006007,              0.0006007
                    123,                0.99806,                0.75998,                 1.7582,                0.94184,                0.74579,                0.86929,                 0.7651,                 1.0501,                0.94312,                 1.2614,              0.0005974,              0.0005974,              0.0005974
                    124,                0.98333,                0.77418,                 1.7512,                0.86316,                0.84447,                0.90383,                0.79585,                 1.1033,                0.88015,                 1.2651,              0.0005941,              0.0005941,              0.0005941
                    125,                0.98689,                0.76258,                 1.7623,                0.83573,                0.74991,                0.82821,                0.71792,                 1.1549,                 1.0868,                 1.2911,              0.0005908,              0.0005908,              0.0005908
                    126,                 1.0751,                0.80124,                 1.7627,                0.86286,                0.74303,                0.82999,                0.71762,                 1.0591,                 1.0822,                 1.3024,              0.0005875,              0.0005875,              0.0005875
                    127,                 0.9603,                 0.7607,                 1.7686,                0.84758,                0.80623,                0.87407,                0.75361,                 1.0819,                0.85488,                 1.2949,              0.0005842,              0.0005842,              0.0005842
                    128,                0.98173,                0.79914,                 1.7582,                0.81756,                0.86302,                0.90847,                0.77652,                 1.1432,                0.88901,                 1.3287,              0.0005809,              0.0005809,              0.0005809
                    129,                 1.0117,                0.78384,                 1.7658,                0.86641,                0.80196,                0.87397,                0.76087,                 1.0263,                  1.081,                 1.2789,              0.0005776,              0.0005776,              0.0005776
                    130,                0.92937,                0.74812,                 1.7551,                 0.8961,                0.80563,                0.89571,                0.80246,                 1.0058,                0.97972,                 1.2728,              0.0005743,              0.0005743,              0.0005743
                    131,                 1.0346,                0.79605,                 1.7509,                0.88244,                0.76787,                 0.8762,                0.77187,                 1.0898,                 1.0837,                 1.2689,               0.000571,               0.000571,               0.000571
                    132,                0.94887,                0.71845,                 1.7546,                 0.8793,                0.78145,                 0.8728,                0.75343,                 1.0812,                 1.2473,                  1.259,              0.0005677,              0.0005677,              0.0005677
                    133,                 1.0835,                0.83695,                 1.7535,                0.96978,                0.80846,                0.90478,                 0.7824,                 1.0831,                0.91791,                 1.2593,              0.0005644,              0.0005644,              0.0005644
                    134,                 1.0067,                0.75667,                 1.7547,                0.95254,                0.80769,                0.90304,                0.78604,                 1.1792,                0.93433,                 1.2555,              0.0005611,              0.0005611,              0.0005611
                    135,                 1.0268,                0.79041,                 1.7552,                0.96784,                0.76413,                 0.8832,                0.78259,                 1.1172,                 0.9292,                 1.2704,              0.0005578,              0.0005578,              0.0005578
                    136,                0.99378,                0.76305,                 1.7451,                0.91812,                0.75021,                0.84765,                 0.7139,                 1.2466,                0.92589,                 1.2588,              0.0005545,              0.0005545,              0.0005545
                    137,                0.97705,                 0.7884,                 1.7533,                0.82172,                0.81088,                 0.8693,                0.77783,                 1.0322,                 0.9322,                  1.247,              0.0005512,              0.0005512,              0.0005512
                    138,                 1.0491,                0.75655,                 1.7367,                0.78327,                0.87889,                0.89594,                0.78008,                 1.0302,                 0.9277,                 1.2592,              0.0005479,              0.0005479,              0.0005479
                    139,                0.96281,                0.68698,                 1.7338,                0.90979,                0.76966,                0.84804,                0.75839,                 1.1186,                0.96619,                 1.2635,              0.0005446,              0.0005446,              0.0005446
                    140,                0.97199,                0.70286,                 1.7386,                0.94413,                  0.779,                0.88374,                 0.7756,                 1.0064,                0.99361,                 1.2326,              0.0005413,              0.0005413,              0.0005413
                    141,                0.93642,                0.70873,                 1.7411,                0.96048,                0.75527,                0.87623,                0.79185,                 1.0004,                0.87739,                 1.2378,               0.000538,               0.000538,               0.000538
                    142,                 0.9842,                 0.7272,                  1.735,                0.92281,                0.76884,                0.88728,                 0.7866,                 1.0401,                0.88698,                 1.2473,              0.0005347,              0.0005347,              0.0005347
                    143,                0.95267,                0.72622,                 1.7388,                0.94826,                0.76403,                0.87378,                 0.7791,                0.98803,                0.99606,                 1.2491,              0.0005314,              0.0005314,              0.0005314
                    144,                0.95707,                0.73343,                 1.7436,                0.90927,                0.74913,                0.84799,                0.75513,                  1.031,                 1.2977,                  1.267,              0.0005281,              0.0005281,              0.0005281
                    145,                0.94641,                  0.714,                 1.7437,                0.94731,                0.75738,                0.86166,                0.76915,                0.95132,                  1.096,                 1.2206,              0.0005248,              0.0005248,              0.0005248
                    146,                0.99312,                0.74604,                 1.7595,                 0.9066,                0.73956,                0.83117,                0.72556,                 1.1259,                 1.1262,                 1.2235,              0.0005215,              0.0005215,              0.0005215
                    147,                 0.9764,                0.73849,                 1.7428,                0.89317,                0.80445,                0.89496,                0.79025,                0.97111,                 1.1802,                 1.2313,              0.0005182,              0.0005182,              0.0005182
                    148,                0.97378,                0.72392,                 1.7331,                0.96469,                0.78687,                0.89315,                0.76154,                 1.1487,                0.93006,                 1.2269,              0.0005149,              0.0005149,              0.0005149
